post_id,post_text,post_url,time,likes,shares,comments
1.13788E+15,"Trưa nay mới kiếm được một chỗ ăn mì ý khá ngon nên share liền cho mng nè. Mình order online thui nên không biết quán có bán ăn tại chỗ hong nhaa😋

📍Spaghetti To Go Trần Hưng Đạo
💵: 40-99k

Tụi mìnn 4 người ăn gọi 3 mì sốt bò + 1 mì sốt kem gà. Mì sốt bò thì rất nhiều sốt lun nhe, ăn hơi đậm hơn khẩu vị mình 1 tí. Còn mì kem gà khá ngon, ăn nhanh chứ để nguội nó ngấy má ơi🤣🤣ngoài ra cũng còn nhiều vị mì lắm á

Đánh giá chung 🥳
Packaging: 9/10 - đồ nhựa nhìu quá
Giá: 8/10
Món ăn: 9/10
Vệ sinh: 10/10

Tổng: 36/40 - khá đáng để măm măm

#mammamsaigon
#mammamquan1
#quanonline",https://m.facebook.com/groups/YAN.MMSG/permalink/1137883900294040/,2022-02-23 19:50:00,108,24,32
1.0582E+15,"BỊCH BÁNH HÔ MƯA GỌI GIÓ CỦA TUỔI THƠ ĐÂYYY😚😚
Ai là fan cuồng của sachi kinh đô thì hok thể bỏ qua bánh này :))
Tui đã ăn bánh này từ hồi 5-6 tuổi đó ahuhu :)). Bánh này có vị củ hành, vị tôm và vị cà ri nè.
Nay tìm được link mua trên sọp pi đây
Tìm được shop bán bịch to thui nkoa https://gdl.vn/0BsN58
Snack vị cua nè https://gdl.vn/meY2hP ( này ngon nhức nack 😗😗😗)
#rmk #st494 #mmsg",https://m.facebook.com/groups/YAN.MMSG/permalink/1058195621596202/,2021-10-21 21:44:31,557,39,156
1.13889E+15,"Ớ kìa :((( Tui chỉ muốn ăn trứng thui mà

#MammamSG",https://m.facebook.com/groups/YAN.MMSG/permalink/1138890696860027/,2022-02-25 08:56:08,44,4,18
9.40791E+14,"Tui thấy review nồi lẩu lạ lạ than chính giữa rồi nước lẩu bao quanh hay ghê đó giờ mới biết nên cũng lon ton đi ăn. Lúc đầu đi ăn vì tò mò cái nồi lẩu chứ lúc sau là bị thích thiệt tại mùi vị đó haha

Tiệm Lẩu Cù Lao
🔅410 Nguyễn Xí, P.13, Bình Thạnh

Chỗ này lẩu đồng giá 159k thôi à, có 3 loại lẩu: lẩu thái, lẩu mắm và lẩu cù lao. Có bán thêm bì cuốn nữa nên tui đã gọi một phần bì cuốn ăn khai vị trước hehe, món này ăn còn cũng tạm ổn nha. Còn lẩu thì tui chọn lẩu mắm cho cuộc đời này bớt nhạt nhẽo lại :))
Nước lẩu đậm đà, thơm lắm không hề bị tanh nhen, topping là 2 khoanh cá khá to luôn, mực, tôm, thịt đều rất là tươi thả vô lẩu không bị nát.
Trời mưa lâm râm mà cầm chén bún chan nước lẩu mắm ăn với rau rồi thả tôm mực vô dĩa nước mắm mặn kế bên là hết bài luôn đó. Nói chung là ưng bụng vì vừa ngon lại rẻ ăn bao no.

Tiktok: @Béo Ú Nu hihi để xem clip nha

Đánh giá của mình:
Món ăn: 9/10
Vệ sinh: 9/10
Phục vụ: 9/10
Giá: 10/10
Không gian: 9/10
Tổng: 46/50
#mammamsaigon #lauca",https://m.facebook.com/groups/YAN.MMSG/permalink/940791280003304/,2021-04-26 17:56:17,938,131,275
8.61615E+14,"🍜 TOP 10 QUÁN MÌ TRỘN NGON NHỨC NÁCH CHO DÂN GHIỀN MÌ 🍜

1) MR. MÌ
📍 63 Pasteur, P. Bến Nghé, Q1
⏰ 9h – 22h
💸 45k – 115k

2) MÌ TRỘN TRỨNG LÒNG ĐÀO – KỲ ĐỒNG
📍 14/40F Kỳ Đồng, Q3
⏰ 16h – 21h
💸 30k – 60k

3) MÌ TRỘN TÊN LỬA
📍 31 Đường số 21B, P. Bình Trị Đông B, Q. Bình Tân
⏰ 9h30 – 21h
💸 46k – 58k

4) MÌ 2GO – MÌ TRỘN
📍 457/15 Trần Hưng Đạo, P. Cầu Kho, Q1
⏰ 9h – 20h
💸 25k – 200k

5) CÔ DUNG – BÚN NƯỚC & CHẢ TÔM
📍 33/3 Nguyễn Công Hoan, Q. Phú Nhuận
⏰ 11h30 – 19h
💸 30k – 50k

6) QUYÊN – BÚN NƯỚC TÔM BÒ
📍 54/18 Vũ Huy Tấn, P3, Q. Bình Thạnh
⏰ 12h – 20h
💸 40 – 70k

7) BÚN NƯỚC CÔ LAN
📍 69/6 Trần Kế Xương, P7, Q. Phú Nhuận
⏰ 11h30 – 18h
💸 45k – 70k

8) BÚN NƯỚC CHỊ BA
📍 495/2 Tô Hiến Thành, P14, Q10
⏰ 9h – 21h30
💸 45k – 80k

9) ÚT TIÊU – BÚN NƯỚC MÌ TRỘN
📍 297/18 Hậu Giang, P5, Q6
⏰ 17h – 22h
💸 30k – 50k

10) TRỘN QUÁN
📍 275 Vĩnh Viễn, P5, Q10
⏰ 8h – 22h
💸 40k – 50k

Tổng hợp bởi Măm măm Sài Gòn

Cre ảnh: ST",https://m.facebook.com/groups/YAN.MMSG/permalink/861614814587618/,2020-12-17 12:28:58,1923,865,281
1.07249E+15,"Chỉ tốn 159K để quay ngược thời gian trở về thời ăn lẩu cù lao nè 🍲
—
TIỆM LẨU CÙ LAO
▫️ 410 Nguyễn Xí, P.13, Bình Thạnh
▫️10:00 - 21:00
—
Đây phải là 1 trong những nơi hiếm hoi bán cái lẩu dạng miền tây như vậy nè. Nhìn thôi là thấy ngập tràn kí ức tuổi thơ ùa về, như còn ở dưới quê hén.

Giá ở đây thì nó cũng bình dân cực, một nồi lẩu bự chà bá mà giá chỉ 159k, topping kêu thêm chỉ từ 10-45k thôi á. Neo kêu một phần lẩu Thái, topping nào là cá, mực, tôm và chả cá ăn kèm. Vị nước lẩu ở đây chua ngọt, đúng chuẩn vị lẩu Thái á. Còn topping thì tươi, không bị bở, ăn cùng bún với rau nữa nhức nách. À ở đây còn có bì cuốn, giá chỉ 39k/phần mà 1 dĩa to đùng, ăn 2-3 người lận luôn á nha.

Nói chung là quá xá rẻ và hợp lý cho một quán lẩu. Vừa được quay lại thời tuổi thơ, còn ăn quá ngon nữa. Quán bán mang về từ 10h nè, còn ngồi lại ăn thì bắt đầu từ 16h nhé. Lẹ lẹ quẹo qua Tiệm Lẩu Cù Lao ăn ngay nhaaa

👉 Thái độ phục vụ : 10/10
👉 Vệ sinh : 9,5/10
👉 Không gian : 10/10
👉 Đồ ăn : 9/10
👉 Giá cả : 9/10
Tổng: 47,5 => Đáng măm và trải nghiệm nha mọi người
—
#MMSG",https://m.facebook.com/groups/YAN.MMSG/permalink/1072486840167080/,2021-11-12 16:06:31,2092,104,388
1.13765E+15,"LIST CÁC QUÁN BUFFET CHO TEAM ĂN BAO NHIÊU CŨNG CHƯA NO

1. HBBQ
Tầng 6, TTTM Vạn Hạnh Mall đường Sư Vạn Hạnh Quận 10
⏰ 10:30 - 20:30
💸 119k - 159k - 199k/ 1 vé

2. Yuki Sushi: 122 Phan Xích Long Q.Phú Nhuận
⏰ 9:00 - 22:00
💸 149K ( Chưa bao gồm VAT & Nước )

3. BUFFET KHÓI
110 Nguyễn Văn Linh, Tân Thuận Tây, quận 7
⏰: 16:00 - 22:30

4. BUFFET ĐẠI DƯƠNG
24 Hồ Thị Tư, phường Hiệp Phú, quận 9
Giá vé KHÔNG VAT:
Thứ 2 - Thứ 6: 149k
Cuối tuần: 169k

5. Galbi House
🏭: 433 Lê Trọng Tấn, P. Sơn Kỳ, Q. Tân Phú
🏭: Số 04 Hoàng Hoa Thám, P.12, Q. Tân Bình
🏭: Tầng 4 TTTM GIGA MALL
🏭240-242 Phạm Văn Đồng, Q. Thủ Đức
🏭Quốc Lộ 1A-Lê Văn Khương, Q.12
🏭124-126 Phan Xích Long, P.2, Q. PN
🏭214 Nguyễn Oanh, P.17, Q. GV

6. BUFFET QUÁ ĐÃ
- Quận 10: 62 Đồng Nai, P.15
- Q.Bình Tân: 128 Tên Lửa, P.Bình Trị Đông B
(Mở cửa từ 10h30 sáng - 23h tối)
💲 Giá: 198k - 348k/vé

7. Bún Premium
171 Đăng Văn Ngữ Q.Phú Nhuận
💸: 99k/1ng ( Trưa ) - 129k/1ng ( Tối )

8. Ông Mập BBQ
21 Thăng Long Q.Tân Bình
💸Giá buffet -Trưa : 150k/1ng - Tối : 180k/1ng

9. 𝐂𝐇𝐄𝐄𝐏 𝐄𝐀𝐓𝐒 𝐁𝐔𝐅𝐅𝐄𝐓
📍 Lầu 1 , 816 Sư Vạn Hạnh p12 q10
⏰ Trưa từ 11h-14h30 , tối 16h30-22h
💰 209k / người

10. Shabuya
Tầng 6, TTTM Vạn Hạnh, Số 11 Sư Vạn Hạnh, P.12, Q. 10
129k
10g30 - 22g

#mammamsaigon",https://m.facebook.com/groups/YAN.MMSG/permalink/1137654263650337/,2022-02-23 11:15:50,220,199,118
1.13791E+15,"❌ THỊT NƯỚNG TẠI SUMO BBQ CÓ GÌ NGON ? 🤔
📍 Sumo BBQ : Nhiều chi nhánh (mình đi ăn ở chi nhánh Giga Mall, Lầu 5)
⏰11h - 22h
💵 Khoảng 200k/người trở lên (chưa bao gồm VAT)
______________
Chắc hông nói nhiều bạn cũng biết chất lượng của Sumo BBQ hen. Nhi rất thích thịt nướng ở đây vì thịt tươi, ngon, vị ướp rất vừa ăn. Lần này Nhi gọi set Yokozuna Course 789 xiền gồm các món như trong hình, ngoài các món chính là thịt nướng, còn có hải sản và nhiều món ăn kèm lắm. Set này thì tui thích nhất cơm bát đá thịt băm, thăn bò Mỹ với dẻ sườn bò Mỹ Tsubo sốt Yuzu, thịt nướng lên luôn mềm, thơm, vị rất vừa ăn, nvien nướng 100% cho mình luôn nè. Rau củ ở Sumo tươi, sạch và nhiều. Súp miso ai ăn ko quen sẽ hơi tanh xíu do có rong biển, mà ăn quen thì ổn áp nhennn, lại còn nóng hổi nữa. Sau khi ăn xong thì các bạn nvien mang tráng miệng là kem với trái cây lên. Kem khá ngon, ít bị đá, trái cây khá tươi, có muối ớt để chấm nè.
Hiện đang có ưu đãi được tặng 2 lon Coca (làm mình cũng tiết kiệm được tiền nước =))) và 1 lượt quay may mắn. Theo lời bạn nvien thì 100% có quà nha quý dị =))) trộm vía, tui trúng cái voucher giảm 100k cho lần ăn tiếp theo ớ. Chương trình này sẽ diễn ra đến hết 28/2/2022 nhaa, còn voucher giảm 100k thì xài được tới 15/3 nè.
✨ Đánh giá của Nhi ✨
🔹 Món ăn : 9/10
🔹 Vệ sinh : 10/10
🔹 Thái độ phục vụ : 10/10 - các bạn nvien rất nhiệt tình, lịch sự và nhanh nhẹn, nhất là nướng dùm 100%, tay nghề nướng quá xuất sắc
🔹 Giá cả : 8/10 - Giá hơi cao so với học sinh - sinh viên nhưng phù hợp với chất lượng và dịch vụ nà
🔹 Không gian quán : 10/10 - chi nhánh tui đi kgian rộng rãi, ấm cúng, mỗi bàn đều có vách ngăn khá riêng tư nè
👉🏻 Tổng : 47/50 => Đáng măm nha cả nhà !

#MammamSG #mammamthuduc",https://m.facebook.com/groups/YAN.MMSG/permalink/1137911363624627/,2022-02-23 20:35:31,1031,12,39
1.13583E+15,"1001 QUÁN LẨU NGON SÀI GÒN GIÁ RẺ BÈO CHO SINH VIÊN


1. Gangnam Tokbokki
714 Sư Vạn Hạnh p12 q10
⏰10h45 - 21h30
* Từ 79K (chưa bao gồm VAT)
2. Yuhua Hot Pot
🏩291B Lê Văn Sỹ, phường 1, quận Tân Bình
⏰Thời gian hoạt động: 11:00 - 22:00
3. Lẩu cá kèo Bà Huyện 2 :
10 Nguyễn Thông, Võ Thị Sáu, Quận 3
💸100K/người ++
* 10:00 - 21:00
4. Thái Sumo
Địa chỉ mình ăn: 616 Nguyễn Oanh Q Gò Vấp
15:00 - 22:00
5. LẨU SIÊU TỐC & SUSHI CHEF
Địa chỉ: 199 Nguyễn Gia Trí, Bình Thạnh
Giờ: 10:00 - 22:00
6. Johnson Tokbokki D2 Bình Thạnh
📍118 Nguyễn Gia Trí, P.25, Q.Bình Thạnh
⏰: 10:45 - 21:30
7. Mì Cay Xíu
🏡Địa chỉ: 92/41/24 Tôn Thất Thuyết, P16,Q4
⏰Giờ mở cửa: 10h-13h30 | 15h-23h
💰Giá tham khảo: 50k - 100k/người
8. Lẩu Hải Sản Chua Cay 35k
📌438/44 Lê Hồng Phong, P. 1, Q.10
💸Giá: 35k
* Mở cửa: 15h - 21h30
9. Tiệm ăn Bà Ngoại Sài Gòn
🎯486 Đường 3 Tháng 2 Phường 14 Quận 10
⏰10h-21h
💰50-200k
10. Rakuen Hotpot
Địa chỉ: 483 Lê Văn Sỹ, Phường 12, Quận 3, TPHCM
Giờ mở cửa: 10:00 – 22:00
Giá tham khảo: 159.000 VNĐ/ người (áp dụng 10:00 – 16:00 từ T2-T6)
11.Buffet lẩu 100k Tân Bình
Địa chỉ: số 346 đường Lê Văn Sỹ, Phường 2, Quận Tân Bình, TPHCM
Giờ mở cửa: 10:30 – 14:00
Giá tham khảo: 100.000 đồng/người
12.Lẩu bò Nhà Gỗ
Địa chỉ: số 162 đường Lý Thái Tổ, Quận 3, TPHCM
Giá tham khảo: 100.000 – 250.000 đồng
13. Spicy Box
Địa chỉ
CS1: Lầu 4 Vincom Megamall, P.Thảo Điền, Quận 2
CS2: Lầu 4 Estella Place – 88 Song Hành, P. An Phú, Quận 2
CS3: L5-22. Lầu 5 GigaMall Thủ Đức – 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Q. Thủ Đức
CS4: Lầu B2 Saigon Centre – 65 Lê Lợi, P. Bến Nghé, Quận 1
Giờ mở cửa: 10:00 – 21:00
Giá tham khảo: chỉ từ 129.000 đồng/ người
14.Dookki Việt Nam
Địa chỉ: 139 – 141 Nguyễn Gia Trí, phường 25, Bình Thạnh.
Giá tham khảo: 139k/1 người (chưa VAT)
15.Tiệm lẩu Cù Lao Bình Thạnh
Địa chỉ: 410 Nguyễn Xí, P.13, Q.Bình Thạnh, TPHCM
Giờ mở cửa: 16:00 – 22:00
Giá tham khảo: chỉ từ 159.000 đồng/người
16.Ẩm thực Hoa Khang
Địa chỉ: 124 Lê Hồng Phong, Phường 3, Quận 5, TPHCM
Giờ mở cửa: 11:00 – 22:00
Giá tham khảo: khoảng 220.000 đồng/ người
17.Lẩu bò Cư xá Sài Gòn
Địa chỉ: 3A Hồ Biểu Chánh, Quận Phú Nhuận, TPHCM
Giờ mở cửa: 10:00 – 22:00
Giá tham khảo: 50.000 – 375.000 đồng
18. ZAKA Quán – Lẩu cá hồi 69k
Địa chỉ: 06 Lê Trung Nghĩa, P12, Tân Bình (gần Pico Cộng Hoà, Lotte Mart)
Giờ mở cửa: 14:00 – 23h:00
Giá tham khảo: chỉ từ 69.000 đồng/ người
19.Lẩu cá Ba Hiền 69k
Địa chỉ: Nhà công vụ, số 2,Đường Phạm Ngũ Lão, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh
Mở cửa 13:00 - 21:00
Gía từ : 69k
20.Lẩu cá Hiền Nhi 69k
Địa chỉ: 67 Lê Trung Nghĩa, Phường 12, Tân Bình, Thành phố Hồ Chí Minh
Mở cửa : 17h - 22h00
Gía từ : 69k
_____
Ghé Măm Măm Sài Gòn để biết thêm nhiều quán mlem nha
#mammamsaigon",https://m.facebook.com/groups/YAN.MMSG/permalink/1135826130499817/,2022-02-20 15:58:57,122,51,18
1.13713E+15,"CHIẾC OREO VỊ CAM CHO CON ZÂN MÊ CAM

Lớp kem chua chua ngọt ngọt với ngoài vỏ giòn rụm của oreo này siêu cuốn miệng luôn đó mng ơi. Note ngay lại để thử liền nèeee 👉 https://gdl.vn/hk0iMY

#mmsg",https://m.facebook.com/groups/YAN.MMSG/permalink/1137128530369577/,2022-02-22 15:37:42,38,2,15
1.13439E+15,"XỨ SỞ MỲ Ý VÀ CÁC MÓN ÂU CHẤT LƯỢNG PHỤ HUYNH VÀ GIÁ LẠI SIU HỌC SINH NÈ
________
Mr.Saigon Kitchen & Drinks
CN1: 28 Nguyễn Hữu Cảnh p22 Q.Bình Thạnh
CN2: 402/19 Lê Văn Sỹ, P.14, Q.3
Shoppe Food/ Gojeck/ Grab/ Baemin
Mng nên thanh toán bằng Momo để được giảm 30% tối đa 68 cành nghen
________
Bí mật bật mí cho mng một chỗ hẹn hò chill chill cũng khá là lãng mạn bên Q3 nè nhaaa. Không giannn decor kiểu đơn giản, nhân viên thân thiện dễ thương muốn xễu hà

Hai đứa tuii ăn ít xịtt à nên gọi có xí xiii Tại lần đầu tụi tui thử quán Âu á nên lúc ăn cũng hào hứng lắm nè cũng may quán không làm tui thất vọng đâu à nghen.

Rcm cực mạnh mng nhất định phải thử Mỳ Ý Thịt Hun Khói Sốt Kem nhaa, sợi mỳ dai dai ko bị bỡ, trộn đều với phần sốt kem phô mai béo ngậy ăn phê nhức cái nách luôn đó trời. Còn bạn nào thích ăn cay có thể gọi em Mỳ ý hải sản nha phần mỳ thì giống nhau mà phần sốt đậm đà vừa vị lắm bạn nào mê hải sản thì có thể thử em này nha.

Salad cá ngừ: so với salad ở những quán mình từng ăn thì minh thấy ở đây vị tạm ổn, cá ngừ thơm lắm lúc mix lại với nhau thì ăn cuốn lắm nha. Mọi người nên gọi salad để cân bằng lại vị nha.

Lườn ngỗng Nga xông khói áp chảo: tui thấy oke laa nè, phần lưỡn ngỗng được cắt miếng vừa ăn, chấm vào chén sốt mặn mặn ngọt ngọt ăn bắt vị. Lườn ngỗng siu mềm, được ướp đậm đà nên tui ưng lắm.

Khoai Tây Phô Mai Bacon khoai được chiên ráo dầu giòn rụm lun nha. Nước ở đây đặc sắc lắm nha soda nho đen nhiệt đới (em này siu thơm ngọt dịu ) và trà chanh leo ổi ( còn em này thanh mát không chua đâu nha) mng đi ăn ở đây nhất định phải gọi hai em này nha xuất sắc lắm nha.
_________
Đánh giá của tui:
Thái độ phục vụ : 10/10
Vệ sinh : 10/10
Không gian : 9/10
Đồ ăn : 10/10
Giá cả : 9/10
Tổng: 48/50 => Đáng măm và trải nghiệm nha mọi người
_____
Ghé Măm Măm Sài Gòn để biết thêm nhiều quán ăn mlem nha
#mammamsaigon",https://m.facebook.com/groups/YAN.MMSG/permalink/1134386837310413/,2022-02-18 10:12:03,358,153,126
1.13716E+15,"💥 LIST CÁC QUÁN CHÍNH MÌNH ĐI THỊ PHẠM, CHẤM TRÊN 45/50 (P.1) 💥
Đây là top các quán ruột mình đã đi nhiều lần, được chấm trên 45/50 điểm (dựa theo 5 tiêu chí: vệ sinh, concept, món ăn, phục vụ, giá cả). Mọi… More người nên ghé thử nhaaa
1. Bò Lế Rồ
📍 911 Tỉnh lộ 10, P. Bình Trị Đông B, Q. Bình Tân
2. Bò Ba Đô
📍 237/36 Trần Văn Đang, Q.3
3. Pizza 4P’s
📍 Aeon Mall Tân Phú
4. Sori Coffee And More
📍 20 Tú Xương, Q.3
5. Bò Ba Lão
📍 993 Hoàng Sa, P11, Q.3
6. Ovenmaru Chicken
📍16 Nguyễn Quý Cảnh, P. An Phú, Q.2
7. Căn Nhà Gỗ
📍 93B Chu Văn An P.26 Bình Thạnh
8. Anh Coffe Roastery
📍 200 Pasteur, P.6, Q.3
#mammamsaigon #mammamtonghop",https://m.facebook.com/groups/YAN.MMSG/permalink/1137157710366659/,2022-02-22 16:45:40,46,31,14
7.46072E+14,"🍽🍽🍽1 CHIẾC BUFFET HẢI SẢN NGON RẺ HỢP TÚI TIỀN NHỮNG NGÀY CHỜ LƯƠNG
🚗 Vô tình đi ngang đường Tây Thạnh thì thấy quả quán Buffet Hải Sản Đại Dương mới hơn 17h một tí mà xe xếp tràn lan, chiếc mũi thính của em đâu có bỏ qua được. Tấp ngay vào xem có biến gì mà đông thế, à ra là bf hải sản =)))) Nổ ngay quả địa chỉ là 26 Tây Thạnh, quận Tân Phú nhé
🥰 Mới đầu ko kì vọng gì nhiều vì quán rộng nhưng nhìn ko cuốn hút lắm, em đi hôm t7, vào hỏi giá vé thì 199k/ người, đã có VAT nhưng chưa có nước. Ngày thường thì rẻ hơn nhưng em quên ko hỏi giá các bác ạ. Mua dé ngay cửa vào, rồi ngta soát vé thì đeo cho 2 chiếc vòng tay giấy vào nhập tiệc.
🦪🍤🍥 Bước vào kiểu em bị bất ngờ ấy, không nghĩ tầm giá này lại lắm hải sản thế: tôm tích, cá kèo, tôm càng xanh, bạch tuộc, càng cúm, hàu, sò dẹo, sò mai, sò lông, ốc giác, mực, cua... là đồ tươi sông. Còn chế biến sẵn thì có ốc hương, sò huyết, ốc cà na, ốc bươu... Đồ ăn no thì trời má quá trời, cái nư của e ko nhét nổi luôn á, nào gỏi rau càng cua, gỏi củ hủ dừa, gỏi ngó sen, cơm chiên, ghẹ fanci chiên, bánh bao chiên, từa lưa hột dưa hết
🦪 Hải sản em thấy tươi như em vậy đó các bác, ưng cái bụng lắm. Có lẩu nữa nhưng thân con gái thùy mị như em nhét ko nổi nên nướng xong là em buông xuôi. Mà chưa kể đồ ăn trên line bf châm lên liên tục nha, mới hao hao tí là mấy a bếp tay xách nách mang bưng từng khay từng khay ra chim đồ ăn.
🍉🍆🍊🍐 À, còn tráng miệng, trải dài từ miệt Cà Mau lên Sài Gòn. nào trái cây dưa hấu đào mận chôm chôm nhãn... nào bánh bò classic cho tới bánh bò nướng...
1️⃣ Giá: 199k/ người ngày cuối tuần, trong tuần hình như 179k/ người thì phải. Theo em giá bf này rất ổn vì đồ ăn tươi ngon. Này theo em được 9/10 nhé
2️⃣ Thái độ phục vụ: cái này e rất ưng vì các bạn nv rất nhiệt tình, khăn và nước ko tính trong giá bf mà khách phải tự mua tại quầy, lúc đông quá em có nhờ bạn nv nữ nhỏ con trắng trẻo mua giúp em mấy cái khăn lạnh, bạn ý nhiệt tình giúp liền luôn. Em ưng nên e vote hẳn 10/10
3️⃣ Độ vệ sinh: cái này tương đối thôi vì quán bình dân nên độ vs em ko đòi hỏi nhiều. Lúc e vào bàn ngồi ăn thì vỉ nướng chưa lau dọn gì hết vẫn còn chút đồ ăn dư vương trên bàn. Này em mạnh dạn cho 6/10 thôi nhen
4️⃣ Địa điểm và không gian quán: quán ở địa chỉ 26 Tây Thạnh, ngay mặt đường và mặt bằng quán khá lớn nên rất dễ tìm. Quán rộng rãi thoáng mát, có mái hiên kéo ra được nên ngồi ăn thoáng đãng. Em chốt con 7/10
5️⃣ Về chất lượng đồ ăn: theo cái miệng và cái nư em thì tươi, ngon, rất đáng để thử vì 2 tiêu chí trên và cả rẻ nữa. 8/10 nhé tại vì á em bồi hồi nhớ lại cái khúc hăm hở nướng miếng thịt bò xong bỏ họng nhai mà dai mún rơi cái răng sứ của em ra nên em hơi rùng mình rớt mẹ 1đ.
#mammamsaigon",https://m.facebook.com/groups/YAN.MMSG/permalink/746072089475225/,2020-07-18 01:05:13,581,267,482
1.13842E+15,"LIST CÁC QUÁN STEAK NGON ĐẬM VỊ CHO 1 BUỔI TỐI LÃNG MẠN 🥰😝

El Sol Meat & Wine 🍷
📍 140/2 Võ Thị Sáu, Q.3
⏳ 11am - 22:30pm
💸 39 xu - 700 xu+

Lesteak
221 Nguyễn Công Trứ, quận 1, TPHCM
Hẻm 26, Đường D5, P.25, Q.Bình Thạnh

IRON STEAK
65B Hồ Xuân Hương, Q.3

Steak Bin & Pizza
352K Phan Văn Trị, Phường 11, Bình Thạnh

Fumo
220/1 Hai Bà Trưng, quận 1

King Beef
495 Phan Văn Trị Quận Gò Vấp

Moo Beefsteak
📍35 Ngô Đức Kế, P.Bến Nghé, Q.1
⏰ 10h - 22h

Mr. Ox Steak House
📍30B Đặng Văn Ngữ, P.10, Q.Phú Nhuận
⏰ 11h - 22h

The First Steakhouse
📍69A Cao Thắng, P.3, Q.3
⏰ 10h - 22h

Downtown Steakhouse
📍Tầng 3, Chung cư Nguyễn Huệ, P.Bến Nghé, Q.1
⏰ 10h - 22h

#mammamsaigon",https://m.facebook.com/groups/YAN.MMSG/permalink/1138417126907384/,2022-02-24 15:51:55,103,64,11
1.13895E+15,"Ông bà nào đạo trà dâu thì note lại chiếc deal này từ Thợ Săn Sài Gòn! nhennn 🥰😘

#via #ThosanSG",https://m.facebook.com/groups/thosansaigon/permalink/1006402693565944/,2022-02-25 10:54:56,14,1,1
1.13722E+15,"💥 RẦN RẦN! HẾT TẾT MÀ VẪN ĐƯỢC NHẬN LÌ XÌ 68k 💥
Sẵn tiện review quán Busan ngon nức mũi
🔥 Tên quán: Busan Korean Food
🔥 Địa chỉ: 346 Lê Văn Sỹ, phường 14, Quận 3, Hồ Chí Minh
🔥 Giá: ~ 250k/3 người quá rẻ (đã dị còn… More được Thổ Địa MoMo lì xì 68K, chỉ còn 182k 🥰
------------
Có ai đam mê với đồ Hàn như tui hong??
Chỉ đợi hết Tết là phi lẹ ra quán Hàn quen thuộc măm măm liềnnn
Chỗ ruột nên tui tới chỉ order món quen thui, tui cực kì recommend mn ăn kimbap chiên xù + canh kim chi nhoa, ăn cứ phải nói là cuốn 😍
Mà khoan nha, đi ăn ngon lại còn được nhận lì xì dù Tết đã hết 8 kiếp rồi🤣🤣. Bật mí nhen, tìm quán Busan trên Thổ Địa MoMo để lại review thật chất và thanh toán MoMo...Ting 5s sau bạn sẽ nhận được Lì xì lên đến 68k nè, thấy hời ghê honggg.
Ưu đãi từ Thổ Địa MoMo đang rần rần, mà còn có 6 ngày nữa thôi là kết thúc rồi á, nên mọi người nhớ tranh thủ đi ăn nhận lì xì nhé 🥰🥰
#MoMo #ThoDiaMoMo #Lixilocphat #hoantien68k #Busan_koreanfood",https://m.facebook.com/groups/YAN.MMSG/permalink/1137220450360385/,2022-02-22 18:53:39,447,10,18
1.06013E+15,"TOP 8 QUÁN BÁNH MÌ CHẢO VỪA NGON VỪA RẺ TẠI SÀI GÒN
Vừa có thể ăn sáng vừa có thể ăn tối hợp lí nè mọi người ơi. Nhìn là ghiền, còn không nhanh rủ bạn bè người thân đi ăn liền nào
1.Chảo Restaurant
Địa chỉ: 31 Trần Quang Diệu, Phường 14, Quận 3, TP. HCM
Mở cửa: 10:00 - 22:00
Bánh mì hòa mã
Địa chỉ: 53 Cao Thắng, Quận 3, TP. HCM
Mở cửa: 07:00 - 10:00
Mức giá: 50.000đ - 60.000đ
Bánh mì Chảo cô 3 Hậu
Địa chỉ: 36 Đường Số 18, Phường 8, Quận Gò Vấp, TP. HCM
Mở cửa: 06:00 - 22:00
Mức giá: 30.000đ - 50.000đ/ suất ăn
4.Bami cô Bống
Địa chỉ: 443/19A Lê Văn Sỹ, Phường 12, Quận 3, TP. HCM
Mở cửa: 00:01 - 23:59
Mức giá: 25.000đ - 55.000đ
5.Bánh mì Đặng Trần Côn
Địa chỉ: 8 Đặng Trần Côn, Quận 1, TP. HCM
Mở cửa: 04:00 - 10:30
Mức giá: 30.000đ - 35.000đ
6.Khoai Bistro
Địa chỉ: 133 Đường D3, Phường 25, Quận Bình Thạnh, TP. HCM
7.Bánh mì chảo – 189 Đinh Tiên Hoàng
Địa chỉ: 189 Đinh Tiên Hoàng, Đa Kao, Quận 1
8.Bami Chao kitchen
Địa chỉ: 3/2 Đề Thám, P. Cô Giang, Quận 1, TP. HCM
Mở cửa: 09:00 - 22:00
Mức giá: 30.000đ - 60.000đ
#mmsg
#rmk
#st290",https://m.facebook.com/groups/YAN.MMSG/permalink/1060133811402383/,2021-10-24 20:54:11,271,94,98
1.13801E+15,Mọi người cho em xin địa chỉ buffet ở Sài Gòn giá sinh viên với ạ,https://m.facebook.com/groups/YAN.MMSG/permalink/1138007363615027/,2022-02-23 23:37:22,39,10,25
1.13446E+15,"Thời tới rồi Thợ Săn Sài Gòn! uiii =))) Tranh thủ ra BHX chốt đơn kem mua 2 tặng 1 nèee 😍

#via #MamMamSG",https://m.facebook.com/groups/thosansaigon/permalink/1002237770649103/,2022-02-18 11:49:58,189,15,188
